Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Wards,Community Areas,Zip Codes,Census Tracts,Historical Wards 2003-2015
2021,104206,Malden Property LLC,Submitted,4501 4519 N MALDEN ST,60640,3.5,false,UPTOWN,Multifamily Housing,78709,1925,1,,80,1864491.8,1703570.3,0,0,,45.3,89.1,48.2,94.3,356.8,4.5,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008),2021-104206,18,31,22616,633,37
2021,160287,Eight Eleven Uptown,Submitted,826 W Montrose Ave,60613,4.0,false,UPTOWN,Multifamily Housing,477383,2018,1,,82,12176882.1,8602003.7,0,0,,43.5,90.3,44.5,91.2,2196.1,4.6,41.96185768,-87.65093005,POINT (-87.65093005 41.96185768),2021-160287,39,31,21186,20,37
2021,137352,901 W Jackson,Submitted,901 W Jackson Blvd,60607,4.0,false,NEAR WEST SIDE,Office,54741,1907,1,,96,654309.7,1783381.1,0,0,,44.5,67.7,48.3,71.7,188.2,3.4,41.87768536,-87.64991516,POINT (-87.64991516 41.87768536),2021-137352,26,29,14917,91,48
2021,251788,HighSchool_StFrancisdeSalesHS,Submitted,10155 S Ewing Ave,60617,4.0,false,EAST SIDE,K-12 School,92238,1950,1,,65,1180865.9,5538739.8,0,0,,72.9,98.9,80.1,107.2,462.8,5,41.710911,-87.535239,POINT (-87.535239 41.710911),2021-251788,47,49,21202,705,47
2021,250151,244 E Pearson LLC,Submitted,244 E Pearson St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,145000,2000,1,,23,6003257,3365690.3,0,0,,64.6,140.3,67.9,146.9,1036.2,7.1,41.89796335,-87.61992116,POINT (-87.61992116 41.89796335),2021-250151,11,37,21182,233,22
2021,251608,Frank W Gunsaulus Elementary Scholastic Academy,Submitted,4418 S Sacramento,60632,2.0,false,BRIGHTON PARK,K-12 School,106519,1924,1,,50,1638597,7473260.3,0,0,,85.5,116.7,94.4,126,631,5.9,41.813268,-87.699299,POINT (-87.699299 41.813268),2021-251608,3,55,22248,156,49
2021,256428,McCormick Tribune Campus Center (MTCC),Submitted,3201 S State Street,60616,1.0,false,DOUGLAS,College/University,93667,2003,1,,,6302881.8,4728260.2,0,0,,117.8,241.4,,,1151.4,12.3,41.842325,-87.62715344,POINT (-87.62715344 41.842325),2021-256428,9,1,21194,377,12
2021,163619,(IL371) - Grand Ohio Condo,Submitted,211 E Ohio St,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,720415,1982,1,,1,29095331.8,109276900.6,0,0,,243.1,344.7,243.7,346.5,9959.8,17.5,41.89216271,-87.62132858,POINT (-87.62132858 41.89216271),2021-163619,36,37,21182,159,22
2021,101715,The Franklin (227 West Monroe; 222 West Adams),Submitted,227 W Monroe,60606,3.5,false,LOOP,Office,3135770,1989,1,,76,129982801.4,349864.4,0,0,,43.9,122.8,43.9,122.8,18583.6,6.3,41.88003331,-87.63472342,POINT (-87.63472342 41.88003331),2021-101715,36,38,14914,92,48
2021,242935,The New York Private Residences (242935),Submitted,3660 N Lake Shore Dr,60613,4.0,false,LAKE VIEW,Multifamily Housing,748762,1987,1,,100,7721444.7,20866689.2,0,0,,45.8,69.8,48.5,71.5,2211.2,3.5,41.94952976,-87.64585718,POINT (-87.64585718 41.94952976),2021-242935,39,57,21186,726,37
2021,251729,Hope College Preparatory High School,Submitted,5515 South Lowe Ave,60621,1.0,false,ENGLEWOOD,K-12 School,159500,1970,1,,4,8779202.2,13737539.9,0,0,,141.2,244.6,148.9,249.6,1983.6,12.4,41.79341718,-87.64099251,POINT (-87.64099251 41.79341718),2021-251729,4,66,21559,113,12
2021,102125,Lavin Family Pavilion (Outpatient Care Pavilion),Submitted,259 E Erie St,60611,3.5,false,NEAR NORTH SIDE,Medical Office,975524,2014,1,,71,49873135.8,39590094.2,0,0,,129.3,261.9,130.8,262,9226,13.3,41.89404425,-87.62041608,POINT (-87.62041608 41.89404425),2021-102125,36,37,21182,158,22
2021,160455,Infinite Chicago (nf04),Submitted,28 E Jackson Blvd,60604,4.0,false,LOOP,Multifamily Housing,215000,1911,2,,88,5119460.3,7128203.3,0,0,,57,101.5,60.7,106.2,1109.8,5.2,41.878258,-87.626777,POINT (-87.626777 41.878258),2021-160455,36,38,14912,367,22
2021,255013,504 N. Green St.,Submitted,504 N GREEN ST,60642,2.0,false,West Town,Multifamily Housing,125549,2018,1,,22,5935679,5300125.5,0,0,,89.5,176.7,92.8,180.3,1129.3,9,41.89142613,-87.64880834,POINT (-87.64880834 41.89142613),2021-255013,46,25,22620,522,41
2021,222598,(IL510) - Emerald Condo,Submitted,123 - 125 S Green St,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,374409,2008,1,,68,6031494.8,14498816.1,0,0,,67.8,106,72.5,109.2,1631.6,5.4,41.88022924,-87.64817387,POINT (-87.64817387 41.88022924),2021-222598,46,29,14917,91,41
2021,104430,Edgewater Flats Condominium,Submitted,1215 1225 W GRANVILLE AVE,60660,4.0,false,EDGEWATER,Multifamily Housing,51840,1920,2,,70,485357,3144279.4,0,0,,70,89.9,78.3,98.2,236.3,4.6,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057),2021-104430,16,76,4451,536,40
2021,251794,MissionofOurLadyoftheAngels_School,Submitted,3814 W Iowa St,60651,4.0,false,HUMBOLDT PARK,K-12 School,55455,1950,1,,92,473684.5,1392849.9,0,0,,33.7,50.3,36.5,53.2,141.6,2.6,41.89754415,-87.7221429,POINT (-87.7221429 41.89754415),2021-251794,46,24,4299,456,41
2021,252261,301 N. Austin Blvd,Submitted,301 N Austin Blvd,60644,4.0,false,AUSTIN,Multifamily Housing,51000,1924,1,,92,36283.4,3539084.3,0,0,,70.1,74.9,78,83.1,193.2,3.8,41.88585168,-87.77478341,POINT (-87.77478341 41.88585168),2021-252261,7,26,22216,618,52
2021,100002,Clemente Community Academy HS -CPS,Exempt,1147 N Western Ave,60622,,true,WEST TOWN,K-12 School,354518,1972,1,,,,,,,,,,,,,,41.90261979,-87.68613497,POINT (-87.68613497 41.90261979),2021-100002,41,25,21560,541,24
2021,173322,"Target, Chicago South (1488)",Exempt,8560 S Cottage Grove Ave,60619,,true,CHATHAM,Retail Store,95221,2002,1,,,,,,,,,,,,,,41.73932767,-87.60676683,POINT (-87.60676683 41.73932767),2021-173322,32,40,21546,140,31
2021,157280,Noble Square Cooperative,Submitted,1165 N MILWAUKEE AVE,60642,2.5,false,WEST TOWN,Multifamily Housing,284850,1969,1,,58,5420589.8,21319149.6,0,0,,93.9,131.9,100,137.2,1906.6,6.7,41.91320618,-87.68140368,POINT (-87.68140368 41.91320618),2021-157280,40,25,22535,179,16
2021,173927,Residence Hall and Student Center: Catholic Theological Union,Exempt,5401 S CORNELL AVE,60615,,true,HYDE PARK,,90770,,,,,,,,,,,,,,,,41.79809371,-87.5847824,POINT (-87.5847824 41.79809371),2021-173927,33,8,21192,501,32
2021,159525,Columbus Plaza Venture LLC,Submitted,233 E Wacker Dr,60601,1.0,false,LOOP,Multifamily Housing,443853,1980,1,,6,23915813.5,18756498.8,0,0,,96.1,195.2,102.2,206.7,4412.1,9.9,41.88761895,-87.6212023,POINT (-87.6212023 41.88761895),2021-159525,36,38,14309,580,22
2021,102363,Albert G Lane Technical High School,Submitted,2501 W Addison St,60618,3.5,false,NORTH CENTER,K-12 School,713935,1934,2,,80,11675185,30899770.6,0,0,,59.6,91.2,66,97.9,3308.8,4.6,41.94498741,-87.69077957,POINT (-87.69077957 41.94498741),2021-102363,18,46,21538,110,13
2021,125048,218 South Wabash Building,Submitted,218 S Wabash Av,60604,4.0,false,LOOP,Office,111550,1900,1,,71,5133899.9,0,0,0,,46,128.9,46.8,131.1,733.3,6.6,41.87923154,-87.62611436,POINT (-87.62611436 41.87923154),2021-125048,36,38,14912,367,22
2021,254995,4 East Elm,Submitted,4 E ELM ST,60611,3.5,false,Near North Side,Multifamily Housing,233983,2016,1,,71,5818947.6,4939699.9,0,0,,55.1,109.9,57.1,111.7,1093.5,5.6,41.90324261,-87.62849948,POINT (-87.62849948 41.90324261),2021-254995,11,37,14926,105,22
2021,251328,John T. Richardson Library,Submitted,2350 N Kenmore Ave,60614,4.0,false,LINCOLN PARK,College/University,187000,1990,1,,,5252613.6,5124149.7,0,0,,55.5,107.4,59.1,111.2,1022.4,5.5,41.92500528,-87.65543416,POINT (-87.65543416 41.92500528),2021-251328,34,68,21190,797,16
2021,244550,2650 N Lakeview Avenue,Submitted,2650 N Lakeview Ave,60614,2.0,false,LINCOLN PARK,Multifamily Housing,561880,1972,1,,48,12431471.9,27760278.2,0,0,,85,135.2,91,139.7,3250,6.9,41.93070556,-87.64043772,POINT (-87.64043772 41.93070556),2021-244550,34,68,21190,101,51
2021,172181,Emmanuel Baptist Church,Not Submitted,8301 S Damen Ave,60620,0.0,false,AUBURN GRESHAM,Worship Facility,75627,1961,1,,,,,,,,,,,,,,41.74216395,-87.67260627,POINT (-87.67260627 41.74216395),2021-172181,13,70,21554,532,6
2021,106000,HRTL - Harvest Commons: 1519 W Warren Blvd,Submitted,1519 1525 W WARREN BLVD,60607,2.5,false,NEAR WEST SIDE,Multifamily Housing,51628,2013,1,,51,1854606.2,2674386.1,0,0,,87.7,155,92.2,159.7,406.9,7.9,41.87399385,-87.651678,POINT (-87.651678 41.87399385),2021-106000,48,29,14917,97,8
2021,106125,5631-35 N Kenmore,Submitted,5631 5635 N KENMORE AVE,60660,4.0,false,EDGEWATER,Multifamily Housing,56439,1932,1,,91,729403.7,3240948.9,0,0,,70.3,96.5,76.7,103.2,276.3,4.9,41.99090057,-87.66660744,POINT (-87.66660744 41.99090057),2021-106125,16,76,4451,536,40
2021,103278,33 W. Huron Condominium Association,Submitted,33  W HURON ST,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,202071,1998,1,,99,2326585.5,5505413.5,0,0,,42.2,66.3,44.4,67.9,624.7,3.4,41.89198218,-87.63699623,POINT (-87.63699623 41.89198218),2021-103278,36,37,4446,652,22
2021,101407,CA 23,Submitted,15 23 N ABERDEEN ST,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,120905,2012,1,,100,246646.7,3805228.7,0,0,,33.5,38.8,36.9,42,237.3,2,41.87399385,-87.651678,POINT (-87.651678 41.87399385),2021-101407,48,29,14917,97,8
2021,256811,David Rubenstein Forum,Submitted,1201 E 60TH ST,60637,1.0,false,Woodlawn,Convention Center,97285,2020,1,,,4252488.2,5671865.8,0,3661980.1,,139.7,217.9,141.9,220.4,1101.6,11.3,41.77693,-87.609505,POINT (-87.609505 41.77693),2021-256811,4,9,22260,332,53
2021,251696,Edward Beasley Elementary Magnet Academic Center,Submitted,5235 S State St,60609,2.0,false,WASHINGTON PARK,K-12 School,154984,1978,1,,42,4654517.3,6227939.9,0,0,,70.2,126.3,74.7,131,995.6,6.4,41.79939552,-87.62577916,POINT (-87.62577916 41.79939552),2021-251696,9,7,14924,218,12
2021,256647,,Not Submitted,2356 East 70th Street,,0.0,false,,,54884,,,,,,,,,,,,,,,,41.88425,-87.63245,POINT (-87.63245 41.88425),2021-256647,36,38,14310,92,22
2021,250051,Neal F Simeon Career Academy High School,Submitted,8235 S Vincennes Ave,60620,1.0,false,CHATHAM,K-12 School,284691,2003,2,,16,14122056.5,13609400.2,0,0,,97.4,189.1,104.1,196.1,2739.9,9.6,41.744236,-87.635863,POINT (-87.635863 41.744236),2021-250051,13,40,21554,1,18
2021,173925,Hinds Laboratory,Submitted,5734 S Ellis Ave,60637,1.0,false,HYDE PARK,Laboratory,131381,1969,1,,,16392312.5,0,17305096.3,9624826.3,,329.7,574.5,318.8,563.1,3997.5,30.4,41.79028177,-87.60167126,POINT (-87.60167126 41.79028177),2021-173925,33,8,22260,154,32
2021,254512,NEXT - CO (nx04),Submitted,347 W Chestnut St,60610,4.0,false,Near North Side,Multifamily Housing,498972,2016,1,,89,9994495.2,11149726.5,0,0,,50.7,95.2,52.3,96.1,2019.7,4.8,41.90412113,-87.63142484,POINT (-87.63142484 41.90412113),2021-254512,11,37,14926,17,22
2021,101912,550 West Washington,Submitted,550 W Washington,60661,4.0,false,NEAR WEST SIDE,Office,400491.8,2000,1,,87,15974868,0,0,0,,40.7,114,41.4,116,2281.6,5.8,41.88353377,-87.6416697,POINT (-87.6416697 41.88353377),2021-101912,36,29,4452,784,22
2021,251553,Sidney Sawyer Elementary School,Submitted,5248 S Sawyer Ave,60632,1.0,false,GAGE PARK,K-12 School,163308,1901,3,,28,6149338.4,6306340.4,0,0,,76.3,146,80.7,150.6,1213.2,7.4,41.79758019,-87.70526137,POINT (-87.70526137 41.79758019),2021-251553,8,61,22248,776,49
2021,252294,Reside on Wellington,Submitted,510-24 W Wellington,60657,3.0,false,LAKE VIEW,Multifamily Housing,72000,1949,1,,64,1245676.5,4998227,0,0,,86.7,121.3,93.7,126.6,443.4,6.2,41.93653853,-87.64219914,POINT (-87.64219914 41.93653853),2021-252294,25,57,4449,102,38
2021,252031,1259 - Sonesta ES Suites Chicago Downtown 201 East Walton Place,Submitted,201 E Walton Pl,60611,4.0,false,NEAR NORTH SIDE,Hotel,177137,1987,1,,71,5950043.5,11347030.1,0,0,,97.6,161.3,103.7,167.7,1452.5,8.2,41.89981331,-87.62141411,POINT (-87.62141411 41.89981331),2021-252031,11,37,21182,233,22
2021,232841,222 E Pearson Condominium Association,Submitted,222 E PEARSON ST,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,241267,1964,1,,73,5068744.4,12712036.8,0,0,,80.3,124.4,85.1,128,1399.1,6.3,41.897879,-87.62063269,POINT (-87.62063269 41.897879),2021-232841,11,37,21182,233,22
2021,256836,1440 N Dayton Street,Submitted,1440 N Dayton Street,60642,1.0,false,,Office,65363,1965,1,,2,8692452.1,1581825.3,0,0,,157.2,397.8,160.1,400.8,1325.5,20.3,41.89441,-87.659545,POINT (-87.659545 41.89441),2021-256836,41,25,22620,521,41
2021,172613,Greenview Passage Condominium Association,Submitted,2720 2730 N Greenview Ave,60614,4.0,false,LINCOLN PARK,Multifamily Housing,64000,1986,1,,100,646778.7,1115773.8,0,0,,32.6,55.2,32,53.3,151.6,2.8,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051),2021-172613,34,68,21190,797,16
2021,251742,Eric Solorio Academy High School,Submitted,5410 S St Louis Ave,60632,2.5,false,GAGE PARK,K-12 School,213710,2010,1,,60,6836627.8,5337930,0,0,,57,115.8,59.4,118.3,1260,5.9,41.794939,-87.710978,POINT (-87.710978 41.794939),2021-251742,8,61,22248,776,49
2021,256558,The Paragon,Submitted,1326 S Michigan Avenue,60605,4.0,false,Near South Side,Multifamily Housing,660218,2019,1,,94,11235275.9,14668434.6,0,0,,44.8,81,46.7,83,2383.8,4.1,41.865858,-87.6195328,POINT (-87.6195328 41.865858),2021-256558,10,34,14913,374,48
2021,175780,,Not Submitted,5020 5030 S WOODLAWN AVE,60615,0.0,false,KENWOOD,,80380,,,,,,,,,,,,,,,,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043),2021-175780,33,8,21192,147,1
2021,256729,Robert J. Richardson Middle School,Submitted,6018 S Karlov Avenue,60629,4.0,false,,K-12 School,135212,2016,1,,84,2669678.8,2631869.8,0,0,,39.2,75.7,41.8,78.4,521.1,3.9,41.782685,-87.698675,POINT (-87.698675 41.782685),2021-256729,2,64,21867,183,19
2021,252246,Pritzker College Prep,Submitted,4131 W Cortland St,60639,4.0,false,HERMOSA,K-12 School,70655,1901,1,,64,1752639.7,3565146.2,0,0,,81,131.8,85.2,133.4,439.7,6.7,41.91527261,-87.73026634,POINT (-87.73026634 41.91527261),2021-252246,12,21,22615,135,27
2021,103182,1000 N. LaSalle Apartments,Submitted,1000  N LASALLE DR,60610,1.0,false,NEAR NORTH SIDE,Multifamily Housing,120728,1988,1,,22,3251721.3,9132836.5,0,0,,102.6,154.8,110.2,160.7,949.5,7.9,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-103182,46,37,14926,148,41
2021,173763,West Roscoe,Submitted,425 427 W ROSCOE ST,60657,4.0,false,LAKE VIEW,Multifamily Housing,50500,1925,1,,90,1161426,1321766,0,0,,49.2,91.9,50.6,96,236.1,4.7,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511),2021-173763,25,57,4449,710,38
2021,156609,"3284-CHICAGO, IL (WICKER PARK)",Submitted,1360 N ASHLAND AVE,60622,3.5,false,WEST TOWN,Retail Store,85787,2016,1,,51,3416053.5,1152408,0,0,,79.7,187.9,81.2,186.8,549.1,9.6,41.90656367,-87.66882411,POINT (-87.66882411 41.90656367),2021-156609,41,25,21560,482,24
2021,173488,"F.H. Paschen, S.N. Nielsen & Associates, LLC",Submitted,8734 W Catalpa,60656,2.0,false,OHARE,Office,112700,1989,1,,49,8774735.9,0,0,0,,77.9,218,79.7,223.2,1253.3,11.1,41.979185,-87.844849,POINT (-87.844849 41.979185),2021-173488,29,75,4448,64,34
2021,252075,UNO Veterans Memorial Campus (Charter School),Submitted,4248 W 47TH ST,60632,0.0,false,ARCHER HEIGHTS,,200999,,,,,0,0,0,0,,,,,,,,41.80878989,-87.73077801,POINT (-87.73077801 41.80878989),2021-252075,8,54,22248,591,49
2021,254352,Fourth Presbyterian Church of Chicago,Submitted,126 E CHESTNUT ST,60611,1.0,false,Near North Side,Worship Facility,163806,1912,1,,16,6667730.4,7707568.3,0,0,,87.8,163.4,90.7,164.8,1361.7,8.3,41.89535128,-87.62272623,POINT (-87.62272623 41.89535128),2021-254352,36,37,21182,158,22
2021,237722,(IL527) - The Darien,Submitted,3100 N Lake Shore Dr,60657,4.0,false,LAKE VIEW,Multifamily Housing,374047,1951,1,,100,3168203,8256427.9,0,0,,32.6,50.1,32.3,49.1,891,2.5,41.93804047,-87.63807513,POINT (-87.63807513 41.93804047),2021-237722,25,57,4449,683,38
2021,254101,(IL455) - 3400 N Lake Shore Drive,Submitted,3400 N Lake Shore Dr,60657,1.0,false,Lake View,Multifamily Housing,76048,1921,1,,1,3438681.8,7290961.3,0,0,,182.7,294.3,195.8,304.6,878.4,15,41.9398563,-87.65846,POINT (-87.65846 41.9398563),2021-254101,25,57,4449,710,38
2021,102690,1250 N LaSalle Condominium Association,Submitted,1250  N LASALLE DR,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,185964,1987,1,,87,3851840.9,5597066,0,0,,58.7,103.5,61.2,104.7,847.4,5.3,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-102690,46,37,14926,148,41
2021,255016,Montclare Senior Residences SLF of Lawndale LLC,Submitted,4339 W 18TH PL,60623,4.0,false,North Lawndale,Senior Living Community,98851,2017,1,,99,2204854.2,2703448.5,0,0,,58.5,107.5,60.9,108.7,458.5,5.5,41.85578971,-87.7338316,POINT (-87.7338316 41.85578971),2021-255016,14,30,21569,753,36
2021,253954,Crilly Court Condominium Association,Submitted,1717 N Crilly Ct,60614,4.0,false,LINCOLN PARK,Multifamily Housing,65211,1891,1,,94,857601.4,3361278.9,0,0,,64.7,90.9,68.2,93.7,301,4.6,41.92173714,-87.65391568,POINT (-87.65391568 41.92173714),2021-253954,34,68,21190,797,16
2021,159100,1111 N. Dearborn Apartments,Submitted,1111 N. Dearborn St,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,370974,1986,1,,62,6901145.3,21715699,0,0,,86.5,127.3,91.4,130.2,2139.1,6.5,41.90216178,-87.62945783,POINT (-87.62945783 41.90216178),2021-159100,11,37,14926,230,22
2021,101989,330 WELLS OWNER LLC,Submitted,330 S Wells St,60606,1.0,false,LOOP,Multifamily Housing,97930,2019,1,,26,5436513.6,3951000.2,0,0,,95.9,197.8,99.6,202.6,986.3,10.1,41.87705505,-87.6340282,POINT (-87.6340282 41.87705505),2021-101989,36,38,14914,92,48
2021,105233,,Not Submitted,7064  N SHERIDAN RD,60626,0.0,false,ROGERS PARK,,50908,,,,,,,,,,,,,,,,42.01036185,-87.66829765,POINT (-87.66829765 42.01036185),2021-105233,5,10,21853,358,3
2021,100211,73 East Lake (sl75),Submitted,73 E LAKE ST,60601,4.0,false,LOOP,Multifamily Housing,407921,2014,1,,82,7095605.4,14925477.7,0,0,,73.8,119,78.3,123.8,1806.2,6,41.885241,-87.62546943,POINT (-87.62546943 41.885241),2021-100211,36,38,14309,580,22
2021,132408,Sheridan Village Nursing and Rehab Center,Not Submitted,5838 N SHERIDAN RD,60660,0.0,false,EDGEWATER,,74737,,,,,,,,,,,,,,,,41.9884026,-87.65567064,POINT (-87.65567064 41.9884026),2021-132408,16,76,4451,13,40
2021,102238,Park West Condominium,Submitted,444 W FULLERTON PKWY,60614,1.0,false,LINCOLN PARK,Multifamily Housing,227669,1971,1,,6,6369569.4,20484191.8,0,0,,139.6,204.6,148.2,211.5,1997.8,10.4,41.92554767,-87.64131151,POINT (-87.64131151 41.92554767),2021-102238,34,68,21190,745,51
2021,101177,,Not Submitted,6901 6921 S PAXTON AVE,60649,0.0,false,SOUTH SHORE,,73708,,,,,,,,,,,,,,,,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226),2021-101177,33,39,22538,453,32
2021,103731,900 W Fullerton,Submitted,900  W FULLERTON AVE,60614,4.0,false,LINCOLN PARK,Multifamily Housing,63753,2000,1,,72,839669.3,2817177.7,0,0,,69.7,101.1,73.9,104.1,269.6,5.1,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051),2021-103731,34,68,21190,797,16
2021,256766,18/ST Condominiums,Submitted,1802 S STATE ST,60616,3.5,false,Near South Side,Multifamily Housing,63044,2020,1,,76,1020295.5,1818174.4,0,0,,51.6,86.6,54.2,89.4,242.3,4.4,41.852835,-87.62862,POINT (-87.62862 41.852835),2021-256766,9,34,21194,193,12
2021,256829,(IL383) - Superior House Condo,Submitted,366 W. Superior,60654,4.0,false,,Multifamily Housing,144107,2019,1,,98,2436224.6,2793798.2,0,0,,42.5,79.4,42.4,78.9,496.3,4,41.892375,-87.63491,POINT (-87.63491 41.892375),2021-256829,36,37,4446,652,22
2021,256775,,Not Submitted,10355 S WOODLAWN AVE,60628,0.0,false,Pullman,,50000,,,,,,,,,,,,,,,,41.68176,-87.636,POINT (-87.636 41.68176),2021-256775,22,50,21861,255,45
2021,101716,311 S. Wacker,Submitted,311 S Wacker,60606,3.5,false,LOOP,Office,1566471,1990,1,,73,68091339.2,0,0,0,,47.5,133,49.2,137.8,9725.2,6.8,41.87745822,-87.63573828,POINT (-87.63573828 41.87745822),2021-101716,36,38,14914,92,48
2021,106030,Grand Briar CA,Submitted,433 W BRIAR PL,60657,4.0,false,LAKE VIEW,Multifamily Housing,67300,1929,1,,97,509749.4,3451566.7,0,0,,58.9,75.1,63.1,79.6,256.1,3.8,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511),2021-106030,25,57,4449,710,38
2021,134516,(IL219) - 333 S Des Plaines,Submitted,321 339 S DESPLAINES ST,60661,1.0,false,NEAR WEST SIDE,Multifamily Housing,178336,1924,1,,28,5168446.4,7379504.5,0,0,,70.4,124.6,73.6,126.9,1130.2,6.3,41.88321395,-87.64336601,POINT (-87.64336601 41.88321395),2021-134516,36,29,4452,784,22
2021,104849,Wrightwood I,Submitted,660  W WRIGHTWOOD AVE,60614,3.5,false,LINCOLN PARK,Multifamily Housing,38456,1970,1,,72,1050466.1,2102813.5,0,0,,82,133.9,82.9,134.9,261.7,6.8,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051),2021-104849,34,68,21190,797,16
2021,252060,Woodlawn Social Services Center,Submitted,950 E 61st St,60637,2.0,false,WOODLAWN,Office,66084,1970,1,,46,2692365.2,0,4137317,0,,103.3,189.4,106.8,189.6,659.3,10,41.78439159,-87.60197356,POINT (-87.60197356 41.78439159),2021-252060,4,9,22260,470,53
2021,256080,Madden Wells Ph 1A,Submitted,3744-54 S ELLIS AVE,,4.0,false,OAKLAND,Multifamily Housing,198993,2005,21,,100,3559674.8,2453900,0,0,,30.2,63,29.9,62.2,638.8,3.2,41.88425,-87.63245,POINT (-87.63245 41.88425),2021-256080,36,38,14310,92,22
2021,250050,Phillips Academy HS -CPS,Exempt,244 E Pershing Rd,60653,,true,DOUGLAS,K-12 School,287721,1904,1,,,,,,,,,,,,,,41.82435314,-87.61980795,POINT (-87.61980795 41.82435314),2021-250050,9,1,4301,222,12
2021,256124,"1515 W Webster, LLC",Submitted,1515 W Webster Avenue,60614,2.5,false,LINCOLN PARK,Office,306376,2018,1,,59,7627508.9,8797172.5,0,0,,76.1,141.8,80.3,146.2,1556.7,7.2,41.922195,-87.64960715,POINT (-87.64960715 41.922195),2021-256124,34,68,21190,744,51
2021,114874,,Not Submitted,4900 4918 S DREXEL BLVD,60615,0.0,false,KENWOOD,,90000,,,,,,,,,,,,,,,,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043),2021-114874,33,8,21192,147,1
2021,251425,James B Farnsworth Elementary School,Submitted,5414 N Linder Ave,60630,2.0,false,JEFFERSON PARK,K-12 School,81712,1925,2,,49,2421100.3,2591220.2,0,0,,61.3,116.3,65.7,120.8,483.4,5.9,41.97997376,-87.76631106,POINT (-87.76631106 41.97997376),2021-251425,50,11,21869,128,20
2021,102408,Mundelein Center- ID#102408,Submitted,1020 W Sheridan Rd,60660,4.0,false,ROGERS PARK,College/University,206160,1930,1,,,7306671.8,12609667.9,0,0,,96.6,163.5,105.6,172.9,1713.3,8.3,41.99829028,-87.65676288,POINT (-87.65676288 41.99829028),2021-102408,5,10,4451,267,3
2021,106158,1100 N Lasalle,Submitted,1100  N LASALLE DR,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,128658,1921,1,,97,1833398.6,9017695.8,0,0,,84.3,113.5,90.3,119.7,740.8,5.8,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-106158,46,37,14926,148,41
2021,173888,Bellarmine Hall-ID#173888,Submitted,6628  N SHERIDAN RD,60626,4.0,false,ROGERS PARK,Residence Hall/Dormitory,85129,1971,1,,86,1865648.8,3028387.2,0,0,,57.5,98.7,60.8,100.2,427.3,5,42.01036185,-87.66829765,POINT (-87.66829765 42.01036185),2021-173888,5,10,21853,358,3
2021,251541,Frank W Reilly Elementary School,Submitted,3650 W School St,60618,3.5,false,AVONDALE,K-12 School,113870,1914,4,,53,2676196.1,5887769.3,0,0,,75.2,120.1,81.3,126.5,695,6.1,41.94159842,-87.7192968,POINT (-87.7192968 41.94159842),2021-251541,21,22,21538,138,15
2021,164283,,Exempt,929 E 103RD ST,60628,,true,PULLMAN,,66700,,,,,,,,,,,,,,,,41.70700381,-87.60042624,POINT (-87.60042624 41.70700381),2021-164283,43,47,21861,254,30
2021,114228,Westgate Center,Submitted,331  S PEORIA ST,60607,3.5,false,NEAR WEST SIDE,Multifamily Housing,56838,1910,1,,77,865051.2,3015824.5,0,0,,68.3,98.3,73,102.1,283.7,5,41.87399385,-87.651678,POINT (-87.651678 41.87399385),2021-114228,48,29,14917,97,8
2021,109413,,Not Submitted,550 558 W SURF ST,60657,0.0,false,LAKE VIEW,,100000,,,,,,,,,,,,,,,,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511),2021-109413,25,57,4449,710,38
